Participant ID,Date,Key,Assay,Nucleic Acid,Viral Load,Viral Load Replicates,Equivocal,Sample Source,Experiment Number,Day
044-103,8/14/18,92611,Lanciotti_ZIKV_universal,vRNA,2016.6666,[1860 ; 2173],,Plasma,5797,1
044-103,8/15/18,92752,Lanciotti_ZIKV_universal,vRNA,983.6735,[971 ; 996],,Plasma,5802,2
044-103,8/16/18,93221,Lanciotti_ZIKV_universal,vRNA,4866.6665,[4867 ; 4867],,Plasma,5830,3
044-103,8/17/18,93222,Lanciotti_ZIKV_universal,vRNA,426.6667,[413 ; 440],,Plasma,5830,4
044-103,8/18/18,93235,Lanciotti_ZIKV_universal,vRNA,266.5,[200 ; 333],,Plasma,5830,5
044-103,8/19/18,93236,Lanciotti_ZIKV_universal,vRNA,185.3333,[156 ; 214],,Plasma,5830,6
044-103,8/20/18,93237,Lanciotti_ZIKV_universal,vRNA,17.1667,[0 ; 34],Equoivical,Plasma,5830,7
044-103,8/21/18,93238,Lanciotti_ZIKV_universal,vRNA,67,[0 ; 134],Equoivical,Plasma,5830,8
044-103,8/22/18,93239,Lanciotti_ZIKV_universal,vRNA,10.05,[0 ; 20],Equoivical,Plasma,5830,9
044-103,8/23/18,93240,Lanciotti_ZIKV_universal,vRNA,31.1667,[0 ; 62],Equoivical,Plasma,5830,10
044-103,8/28/18,93241,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5830,15
044-103,8/31/18,93242,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5830,18
044-103,9/4/18,93243,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5830,22
044-103,9/6/18,94689,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5912,24
044-103,9/10/18,94690,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5912,28
044-103,9/13/18,94781,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5924,31
044-103,9/17/18,94782,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5924,35
044-103,9/20/18,94783,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5924,38
044-103,9/27/18,94784,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5924,45
044-103,10/4/18,94785,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5924,52
044-103,10/11/18,94786,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5924,59
044-103,10/18/18,95951,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,6008,66
044-103,10/25/18,95952,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,6008,73
044-103,11/1/18,95958,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,6008,80
044-103,11/8/18,97312,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,6074,87
044-103,11/15/18,97325,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,6074,94
044-103,11/19/18,105275,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,6167,98
044-103,11/29/18,105286,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,6167,108
044-103,12/5/18,105287,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,6167,114
044-104,7/31/18,91720,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5738,-6
044-104,8/6/18,92473,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5793,0
044-104,8/7/18,92616,Lanciotti_ZIKV_universal,vRNA,4733.3335,[4700 ; 4767],,Plasma,5797,1
044-104,8/8/18,92617,Lanciotti_ZIKV_universal,vRNA,21933.334,[21067 ; 22800],,Plasma,5797,2
044-104,8/9/18,92618,Lanciotti_ZIKV_universal,vRNA,98666.664,[96333 ; 101000],,Plasma,5797,3
044-104,8/10/18,92619,Lanciotti_ZIKV_universal,vRNA,11533.333,[10567 ; 12500],,Plasma,5797,4
044-104,8/11/18,92620,Lanciotti_ZIKV_universal,vRNA,11816.667,[11333 ; 12300],,Plasma,5797,5
044-104,8/12/18,92758,Lanciotti_ZIKV_universal,vRNA,3190.0828,[3132 ; 3248],,Plasma,5802,6
044-104,8/13/18,92621,Lanciotti_ZIKV_universal,vRNA,733.3333,[480 ; 987],,Plasma,5797,7
044-104,8/14/18,92771,Lanciotti_ZIKV_universal,vRNA,304.6809,[264 ; 345],,Plasma,5802,8
044-104,8/15/18,93244,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5830,9
044-104,8/16/18,93245,Lanciotti_ZIKV_universal,vRNA,130.3333,[0 ; 261],Equoivical,Plasma,5830,10
044-104,8/21/18,93246,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5830,15
044-104,8/24/18,93252,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5830,18
044-104,8/28/18,93253,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5830,22
044-104,8/31/18,93254,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5830,25
044-104,9/4/18,93255,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5830,29
044-104,9/6/18,94658,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5912,31
044-104,9/10/18,94659,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5912,35
044-104,9/13/18,94660,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5912,38
044-104,9/17/18,94661,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5912,42
044-104,9/20/18,94662,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5912,45
044-104,9/27/18,94663,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5912,52
044-104,10/11/18,94664,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,5912,66
044-104,10/18/18,95959,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,6008,73
044-104,10/25/18,95960,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,6008,80
044-104,11/1/18,95961,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,6008,87
044-104,11/8/18,97326,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,6074,94
044-104,11/15/18,97327,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,6074,101
044-104,11/19/18,98574,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,6139,105
044-104,11/28/18,98575,Lanciotti_ZIKV_universal,vRNA,0,[0 ; 0],,Plasma,6139,114
